"","Extended Summary Data","Catalog Prefix","Catalog Number","Current Qualified Name","Identification comments","Type Status","Determiner","Date Identified","Sex","Stage","Habitat/Microhabitat","Continent","Country","Province/State/Territory","District/County/Shire","Township","Precise/Location","Site Name","Verbatim Elevation","Elevation (From—Met)","Elevation (From—Ft)","Elevation (To—Met)","Elevation (To—Ft)","Latitude (Centroid—DMS)","Latitude (Centroid—Dec)","Longitude (Centroid—DMS)","Longitude (Centroid—Dec)","Lat-Long Notes","Collector String","Expedition Name/Date","Collection Date (from)","Collection Date (to)","Verbatim Collection Date","“Original” locality data","Deaccessioned?...35","Collector Number","Other Numbers: Kind","Other Numbers: Source","Other Numbers: Value","Note","Note Type","Deaccessioned?...42","Tissue Source","Tissue Other Numbers","AMCC Number","Storage Medium","Preservation History"
"1029","R139708: Aspidoscelis tigris marmorata; Teiidae; [Fluid] Corpus; [Tissue] {JC 6749}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 20 Jul 1993 - 20 Jul 1993; Charles J. Cole & Carol R. Townsend (JC 6749)","R",139708,"Aspidoscelis tigris marmorata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,1993-07-20,1993-07-20,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft","No","JC 6749",NA,NA,NA,NA,NA,NA,NA,"JC 6749",104500,NA,NA
"1030","R139709: Aspidoscelis tigris marmorata; Teiidae; [Fluid] Corpus; [Tissue] {JC 6750}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 20 Jul 1993 - 20 Jul 1993; Charles J. Cole & Carol R. Townsend (JC 6750)","R",139709,"Aspidoscelis tigris marmorata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,1993-07-20,1993-07-20,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft","No","JC 6750",NA,NA,NA,NA,NA,NA,NA,"JC 6750",104501,NA,NA
"1031","R139710: Aspidoscelis tigris marmorata; Teiidae; [Fluid] Corpus; [Tissue] {JC 6751}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 20 Jul 1993 - 20 Jul 1993; Charles J. Cole & Carol R. Townsend (JC 6751)","R",139710,"Aspidoscelis tigris marmorata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,1993-07-20,1993-07-20,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft","No","JC 6751",NA,NA,NA,"Color Photo","Illustration or Photo",NA,NA,"JC 6751",104502,NA,NA
"1032","R139711: Aspidoscelis tigris marmorata; Teiidae; [Fluid] Corpus; [Tissue] {JC 6752}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 20 Jul 1993 - 20 Jul 1993; Charles J. Cole & Carol R. Townsend (JC 6752)","R",139711,"Aspidoscelis tigris marmorata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,1993-07-20,1993-07-20,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft","No","JC 6752",NA,NA,NA,"Color Photo","Illustration or Photo",NA,NA,"JC 6752",104503,NA,NA
"1033","R139712: Aspidoscelis tigris marmorata; Teiidae; [Fluid] Corpus; [Tissue] {JC 6753}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 22 Jul 1993 - 22 Jul 1993; Charles J. Cole & Carol R. Townsend (JC 6753)","R",139712,"Aspidoscelis tigris marmorata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,1993-07-22,1993-07-22,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft","No","JC 6753",NA,NA,NA,NA,NA,NA,NA,"JC 6753",104504,NA,NA
"1034","R139713: Aspidoscelis tigris marmorata; Teiidae; [Fluid] Corpus; [Tissue] {JC 6754}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 32° 18' 44"" N 108° 48' 46"" W; 22 Jul 1993 - 22 Jul 1993; Charles J. Cole & Carol R. Townsend (JC 6754)","R",139713,"Aspidoscelis tigris marmorata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,"32 18 44.1 N",32.31225,"108 48 46.1 W",-108.81281,NA,"Charles J. Cole & Carol R. Townsend",NA,1993-07-22,1993-07-22,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft","No","JC 6754",NA,NA,NA,NA,NA,NA,NA,"JC 6754",104478,NA,NA
"1035","R153156: Aspidoscelis tigris marmorata; Teiidae; [Fluid] Corpus; [Tissue] {JC 7168}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 13 Jul 1996 - 13 Jul 1996; Charles J. Cole (JC 7168)","R",153156,"Aspidoscelis tigris marmorata",NA,NA,NA,NA,"Male",NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,1996-07-13,1996-07-13,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft","No","JC 7168",NA,NA,NA,NA,NA,NA,NA,"JC 7168",106330,NA,NA
"1036","R153163: Aspidoscelis tigris marmorata; Teiidae; [Fluid] Corpus; [Tissue] {JC 8138}; North America: United States: New Mexico: Hidalgo: 7 mi WSW Lordsburg: 4200 ft elev: 3 Jul 2000 - 4 Jul 2000; Charles J. Cole (JC 8138)","R",153163,"Aspidoscelis tigris marmorata",NA,NA,NA,NA,"Male",NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"7 mi WSW Lordsburg",NA,"4200 ft",1280,4200,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole",NA,2000-07-03,2000-07-04,NA,"USA: New Mexico: Hidalgo: 7 mi WSW Lordsburg, 4200 ft","No","JC 8138",NA,NA,NA,NA,NA,NA,NA,"JC 8138",109196,NA,NA
"1037","R127130: Aspidoscelis tigris marmorata x tigris punctilinealis; Teiidae; [Fluid] Corpus; [Tissue] {FT 668}; North America: United States: New Mexico: Hidalgo: 9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE: 4400 ft elev: 32° 5' 35"" N 108° 56' 51"" W; 4 Jul 1983 - 4 Jul 1983; Charles J. Cole (JC 4427)","R",127130,"Aspidoscelis tigris marmorata x tigris punctilinealis",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE",NA,"4400 ft",1341,4400,NA,NA,"32 05 35.4 N",32.09317,"108 56 50.8 W",-108.94744,NA,"Charles J. Cole",NA,1983-07-04,1983-07-04,NA,"USA: New Mexico: Hidalgo: 9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE, 4400 ft","No","JC 4427",NA,NA,NA,NA,NA,NA,NA,"FT 668",104222,NA,NA
"1038","R127131: Aspidoscelis tigris marmorata x tigris punctilinealis; Teiidae; [Fluid] Corpus; [Tissue] {FT 669, AMCC 104223, AMCC 104285}; North America: United States: New Mexico: Hidalgo: 9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE: 4400 ft elev: 32° 5' 35"" N 108° 56' 51"" W; 4 Jul 1983 - 4 Jul 1983; Charles J. Cole (JC 4428)","R",127131,"Aspidoscelis tigris marmorata x tigris punctilinealis",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE",NA,"4400 ft",1341,4400,NA,NA,"32 05 35.4 N",32.09317,"108 56 50.8 W",-108.94744,NA,"Charles J. Cole",NA,1983-07-04,1983-07-04,NA,"USA: New Mexico: Hidalgo: 9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE, 4400 ft","No","JC 4428",NA,NA,NA,NA,NA,NA,NA,"FT 669, AMCC 104223, AMCC 104285",104223,NA,NA
"1039","R127132: Aspidoscelis tigris marmorata x tigris punctilinealis; Teiidae; [Fluid] Corpus; [Tissue] {FT 670}; North America: United States: New Mexico: Hidalgo: 9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE: 4400 ft elev: 32° 5' 35"" N 108° 56' 51"" W; 4 Jul 1983 - 4 Jul 1983; Charles J. Cole (JC 4429)","R",127132,"Aspidoscelis tigris marmorata x tigris punctilinealis",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Hidalgo",NA,"9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE",NA,"4400 ft",1341,4400,NA,NA,"32 05 35.4 N",32.09317,"108 56 50.8 W",-108.94744,NA,"Charles J. Cole",NA,1983-07-04,1983-07-04,NA,"USA: New Mexico: Hidalgo: 9.6 mi (by US 80) S Road Forks, then 0.9 mi (gravel rd) SE, 4400 ft","No","JC 4429",NA,NA,NA,NA,NA,NA,NA,"FT 670",104226,NA,NA
